event_date,location,owner,impressions,clicks,new bookings,total_revenue
26/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,106,48,5,350
27/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,118,53,5,600
28/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,131,59,6,692
29/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,183,82,8,839
30/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,145,65,7,126
31/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,151,68,7,384
01/01/2024,Trot Here - Perth Stables,Trot Here,120,54,5,330
02/01/2024,Trot Here - Perth Stables,Trot Here,123,55,6,250
03/01/2024,Trot Here - Perth Stables,Trot Here,144,65,7,330
04/01/2024,Trot Here - Perth Stables,Trot Here,170,77,8,250
05/01/2024,Trot Here - Perth Stables,Trot Here,106,48,5,250
06/01/2024,Trot Here - Perth Stables,Trot Here,195,88,9,125
07/01/2024,Trot Here - Perth Stables,Trot Here,124,56,6,125
08/01/2024,Trot Here - Perth Stables,Trot Here,141,63,6,270
09/01/2024,Trot Here - Perth Stables,Trot Here,168,76,8,3250
10/01/2024,Trot Here - Perth Stables,Trot Here,187,84,8,3270
11/01/2024,Trot Here - Perth Stables,Trot Here,129,58,6,270
17/01/2024,Trot Here - Perth Stables,Trot Here,173,78,8,90
20/01/2024,Trot Here - Perth Stables,Trot Here,137,62,6,312.5
21/01/2024,Trot Here - Perth Stables,Trot Here,181,81,8,62.5
22/01/2024,Trot Here - Perth Stables,Trot Here,199,90,9,420
24/01/2024,Trot Here - Perth Stables,Trot Here,120,54,5,3000
30/01/2024,Trot Here - Perth Stables,Trot Here,111,50,5,40
31/01/2024,Trot Here - Perth Stables,Trot Here,137,62,6,330
01/02/2024,Trot Here - Perth Stables,Trot Here,104,47,5,250
02/02/2024,Trot Here - Perth Stables,Trot Here,143,64,6,125
03/02/2024,Trot Here - Perth Stables,Trot Here,100,45,5,250
04/02/2024,Trot Here - Perth Stables,Trot Here,112,50,5,125
05/02/2024,Trot Here - Perth Stables,Trot Here,156,70,7,125
06/02/2024,Trot Here - Perth Stables,Trot Here,111,50,5,375
07/02/2024,Trot Here - Perth Stables,Trot Here,103,46,5,250
08/02/2024,Trot Here - Perth Stables,Trot Here,165,74,7,3250
09/02/2024,Trot Here - Perth Stables,Trot Here,122,55,6,482
10/02/2024,Trot Here - Perth Stables,Trot Here,166,75,8,250
11/02/2024,Trot Here - Perth Stables,Trot Here,138,62,6,550
16/02/2024,Trot Here - Perth Stables,Trot Here,152,68,7,90
19/02/2024,Trot Here - Perth Stables,Trot Here,111,50,5,312.5
20/02/2024,Trot Here - Perth Stables,Trot Here,140,63,6,312.5
21/02/2024,Trot Here - Perth Stables,Trot Here,148,67,7,420
29/02/2024,Trot Here - Perth Stables,Trot Here,115,52,5,40
01/03/2024,Trot Here - Perth Stables,Trot Here,162,73,7,125
02/03/2024,Trot Here - Perth Stables,Trot Here,127,57,6,375
03/03/2024,Trot Here - Perth Stables,Trot Here,161,72,7,125
04/03/2024,Trot Here - Perth Stables,Trot Here,160,72,7,375
05/03/2024,Trot Here - Perth Stables,Trot Here,143,64,6,375
06/03/2024,Trot Here - Perth Stables,Trot Here,136,61,6,3000
07/03/2024,Trot Here - Perth Stables,Trot Here,193,87,9,3020
08/03/2024,Trot Here - Perth Stables,Trot Here,115,52,5,490
09/03/2024,Trot Here - Perth Stables,Trot Here,146,66,7,550
10/03/2024,Trot Here - Perth Stables,Trot Here,178,80,8,550
11/03/2024,Trot Here - Perth Stables,Trot Here,150,68,7,35
12/03/2024,Trot Here - Perth Stables,Trot Here,142,64,6,0
17/03/2024,Trot Here - Perth Stables,Trot Here,154,69,7,90
20/03/2024,Trot Here - Perth Stables,Trot Here,177,80,8,312.5
21/03/2024,Trot Here - Perth Stables,Trot Here,182,82,8,195.83
22/03/2024,Trot Here - Perth Stables,Trot Here,167,75,8,420
30/03/2024,Trot Here - Perth Stables,Trot Here,151,68,7,40
31/03/2024,Trot Here - Perth Stables,Trot Here,113,51,5,330
01/04/2024,Trot Here - Perth Stables,Trot Here,183,82,8,125
02/04/2024,Trot Here - Perth Stables,Trot Here,174,78,8,250
03/04/2024,Trot Here - Perth Stables,Trot Here,172,77,8,375
04/04/2024,Trot Here - Perth Stables,Trot Here,141,63,6,3045
05/04/2024,Trot Here - Perth Stables,Trot Here,182,82,8,3000
06/04/2024,Trot Here - Perth Stables,Trot Here,123,55,6,490
07/04/2024,Trot Here - Perth Stables,Trot Here,104,47,5,490
08/04/2024,Trot Here - Perth Stables,Trot Here,103,46,5,550
09/04/2024,Trot Here - Perth Stables,Trot Here,124,56,6,35
10/04/2024,Trot Here - Perth Stables,Trot Here,174,78,8,35
11/04/2024,Trot Here - Perth Stables,Trot Here,127,57,6,20
16/04/2024,Trot Here - Perth Stables,Trot Here,192,86,9,90
19/04/2024,Trot Here - Perth Stables,Trot Here,151,68,7,312.5
20/04/2024,Trot Here - Perth Stables,Trot Here,164,74,7,62.5
21/04/2024,Trot Here - Perth Stables,Trot Here,125,56,6,420
22/04/2024,Trot Here - Perth Stables,Trot Here,102,46,5,250
29/04/2024,Trot Here - Perth Stables,Trot Here,123,55,6,1440
30/04/2024,Trot Here - Perth Stables,Trot Here,132,59,6,330
03/05/2024,Trot Here - Perth Stables,Trot Here,137,62,6,3250
04/05/2024,Trot Here - Perth Stables,Trot Here,163,73,7,490
05/05/2024,Trot Here - Perth Stables,Trot Here,105,47,5,490
06/05/2024,Trot Here - Perth Stables,Trot Here,196,88,9,550
07/05/2024,Trot Here - Perth Stables,Trot Here,194,87,9,550
08/05/2024,Trot Here - Perth Stables,Trot Here,133,60,6,55
15/05/2024,Trot Here - Perth Stables,Trot Here,168,76,8,250
16/05/2024,Trot Here - Perth Stables,Trot Here,159,72,7,340
19/05/2024,Trot Here - Perth Stables,Trot Here,115,52,5,312.5
20/05/2024,Trot Here - Perth Stables,Trot Here,179,81,8,312.5
21/05/2024,Trot Here - Perth Stables,Trot Here,156,70,7,420
22/05/2024,Trot Here - Perth Stables,Trot Here,185,83,8,250
28/05/2024,Trot Here - Perth Stables,Trot Here,106,48,5,20
29/05/2024,Trot Here - Perth Stables,Trot Here,135,61,6,1440
30/05/2024,Trot Here - Perth Stables,Trot Here,186,84,8,330
31/05/2024,Trot Here - Perth Stables,Trot Here,171,77,8,250
02/06/2024,Trot Here - Perth Stables,Trot Here,127,57,6,550
03/06/2024,Trot Here - Perth Stables,Trot Here,123,55,6,250
04/06/2024,Trot Here - Perth Stables,Trot Here,166,75,8,550
05/06/2024,Trot Here - Perth Stables,Trot Here,197,89,9,550
06/06/2024,Trot Here - Perth Stables,Trot Here,179,81,8,35
07/06/2024,Trot Here - Perth Stables,Trot Here,129,58,6,35
09/06/2024,Trot Here - Perth Stables,Trot Here,155,70,7,35
13/06/2024,Trot Here - Perth Stables,Trot Here,112,50,5,250
14/06/2024,Trot Here - Perth Stables,Trot Here,113,51,5,8.33
15/06/2024,Trot Here - Perth Stables,Trot Here,149,67,7,340
16/06/2024,Trot Here - Perth Stables,Trot Here,156,70,7,250
18/06/2024,Trot Here - Perth Stables,Trot Here,173,78,8,312.5
19/06/2024,Trot Here - Perth Stables,Trot Here,166,75,8,312.5
20/06/2024,Trot Here - Perth Stables,Trot Here,115,52,5,420
21/06/2024,Trot Here - Perth Stables,Trot Here,131,59,6,250
24/06/2024,Trot Here - Perth Stables,Trot Here,138,62,6,400
28/06/2024,Trot Here - Perth Stables,Trot Here,163,73,7,1440
29/06/2024,Trot Here - Perth Stables,Trot Here,134,60,6,330
30/06/2024,Trot Here - Perth Stables,Trot Here,189,85,9,250
01/07/2024,Trot Here - Perth Stables,Trot Here,142,64,6,550
02/07/2024,Trot Here - Perth Stables,Trot Here,144,65,7,35
03/07/2024,Trot Here - Perth Stables,Trot Here,145,65,7,550
04/07/2024,Trot Here - Perth Stables,Trot Here,144,65,7,35
05/07/2024,Trot Here - Perth Stables,Trot Here,136,61,6,35
08/07/2024,Trot Here - Perth Stables,Trot Here,192,86,9,35
09/07/2024,Trot Here - Perth Stables,Trot Here,125,56,6,40
10/07/2024,Trot Here - Perth Stables,Trot Here,108,49,5,40
13/07/2024,Trot Here - Perth Stables,Trot Here,114,51,5,250
14/07/2024,Trot Here - Perth Stables,Trot Here,160,72,7,20
15/07/2024,Trot Here - Perth Stables,Trot Here,152,68,7,360
16/07/2024,Trot Here - Perth Stables,Trot Here,157,71,7,270
18/07/2024,Trot Here - Perth Stables,Trot Here,130,59,6,312.5
19/07/2024,Trot Here - Perth Stables,Trot Here,159,72,7,312.5
20/07/2024,Trot Here - Perth Stables,Trot Here,177,80,8,420
21/07/2024,Trot Here - Perth Stables,Trot Here,127,57,6,250
24/07/2024,Trot Here - Perth Stables,Trot Here,133,60,6,400
28/07/2024,Trot Here - Perth Stables,Trot Here,173,78,8,1440
29/07/2024,Trot Here - Perth Stables,Trot Here,104,47,5,580
30/07/2024,Trot Here - Perth Stables,Trot Here,144,65,7,250
31/07/2024,Trot Here - Perth Stables,Trot Here,194,87,9,145
01/08/2024,Trot Here - Perth Stables,Trot Here,111,50,5,35
03/08/2024,Trot Here - Perth Stables,Trot Here,176,79,8,35
06/08/2024,Trot Here - Perth Stables,Trot Here,183,82,8,35
07/08/2024,Trot Here - Perth Stables,Trot Here,152,68,7,35
08/08/2024,Trot Here - Perth Stables,Trot Here,165,74,7,40
09/08/2024,Trot Here - Perth Stables,Trot Here,125,56,6,35
10/08/2024,Trot Here - Perth Stables,Trot Here,140,63,6,35
14/08/2024,Trot Here - Perth Stables,Trot Here,133,60,6,340
15/08/2024,Trot Here - Perth Stables,Trot Here,156,70,7,250
17/08/2024,Trot Here - Perth Stables,Trot Here,158,71,7,312.5
18/08/2024,Trot Here - Perth Stables,Trot Here,190,86,9,312.5
19/08/2024,Trot Here - Perth Stables,Trot Here,162,73,7,420
20/08/2024,Trot Here - Perth Stables,Trot Here,140,63,6,250
23/08/2024,Trot Here - Perth Stables,Trot Here,131,59,6,400
26/08/2024,Trot Here - Perth Stables,Trot Here,168,76,8,40
27/08/2024,Trot Here - Perth Stables,Trot Here,197,89,9,1460
28/08/2024,Trot Here - Perth Stables,Trot Here,106,48,5,600
29/08/2024,Trot Here - Perth Stables,Trot Here,123,55,6,250
30/08/2024,Trot Here - Perth Stables,Trot Here,138,62,6,145
31/08/2024,Trot Here - Perth Stables,Trot Here,168,76,8,8.33
02/09/2024,Trot Here - Perth Stables,Trot Here,193,87,9,35
04/09/2024,Trot Here - Perth Stables,Trot Here,176,79,8,35
05/09/2024,Trot Here - Perth Stables,Trot Here,166,75,8,35
06/09/2024,Trot Here - Perth Stables,Trot Here,118,53,5,40
07/09/2024,Trot Here - Perth Stables,Trot Here,152,68,7,40
08/09/2024,Trot Here - Perth Stables,Trot Here,172,77,8,35
11/09/2024,Trot Here - Perth Stables,Trot Here,157,71,7,0
13/09/2024,Trot Here - Perth Stables,Trot Here,184,83,8,590
14/09/2024,Trot Here - Perth Stables,Trot Here,200,90,9,250
15/09/2024,Trot Here - Perth Stables,Trot Here,185,83,8,250
16/09/2024,Trot Here - Perth Stables,Trot Here,103,46,5,312.5
17/09/2024,Trot Here - Perth Stables,Trot Here,186,84,8,179.17
18/09/2024,Trot Here - Perth Stables,Trot Here,197,89,9,60
19/09/2024,Trot Here - Perth Stables,Trot Here,139,63,6,250
22/09/2024,Trot Here - Perth Stables,Trot Here,105,47,5,400
24/09/2024,Trot Here - Perth Stables,Trot Here,124,56,6,20
26/09/2024,Trot Here - Perth Stables,Trot Here,158,71,7,1400
27/09/2024,Trot Here - Perth Stables,Trot Here,181,81,8,363.33
28/09/2024,Trot Here - Perth Stables,Trot Here,182,82,8,250
29/09/2024,Trot Here - Perth Stables,Trot Here,174,78,8,125
01/10/2024,Trot Here - Perth Stables,Trot Here,170,77,8,35
02/10/2024,Trot Here - Perth Stables,Trot Here,148,67,7,40
03/10/2024,Trot Here - Perth Stables,Trot Here,138,62,6,35
04/10/2024,Trot Here - Perth Stables,Trot Here,121,54,5,40
05/10/2024,Trot Here - Perth Stables,Trot Here,152,68,7,40
06/10/2024,Trot Here - Perth Stables,Trot Here,157,71,7,35
07/10/2024,Trot Here - Perth Stables,Trot Here,105,47,5,35
09/10/2024,Trot Here - Perth Stables,Trot Here,158,71,7,250
10/10/2024,Trot Here - Perth Stables,Trot Here,138,62,6,250
13/10/2024,Trot Here - Perth Stables,Trot Here,174,78,8,581.67
14/10/2024,Trot Here - Perth Stables,Trot Here,200,90,9,250
15/10/2024,Trot Here - Perth Stables,Trot Here,180,81,8,0
16/10/2024,Trot Here - Perth Stables,Trot Here,136,61,6,312.5
17/10/2024,Trot Here - Perth Stables,Trot Here,171,77,8,62.5
18/10/2024,Trot Here - Perth Stables,Trot Here,101,45,5,60
19/10/2024,Trot Here - Perth Stables,Trot Here,154,69,7,250
21/10/2024,Trot Here - Perth Stables,Trot Here,164,74,7,20
22/10/2024,Trot Here - Perth Stables,Trot Here,103,46,5,400
25/10/2024,Trot Here - Perth Stables,Trot Here,131,59,6,20
26/10/2024,Trot Here - Perth Stables,Trot Here,148,67,7,1400
27/10/2024,Trot Here - Perth Stables,Trot Here,151,68,7,330
28/10/2024,Trot Here - Perth Stables,Trot Here,179,81,8,250
29/10/2024,Trot Here - Perth Stables,Trot Here,134,60,6,125
31/10/2024,Trot Here - Perth Stables,Trot Here,167,75,8,3250
02/01/2024,Trot Here - South Australia Arena,Trot Here,176,79,8,77
03/01/2024,Trot Here - South Australia Arena,Trot Here,186,84,8,195
06/01/2024,Trot Here - South Australia Arena,Trot Here,120,54,5,165
07/01/2024,Trot Here - South Australia Arena,Trot Here,114,51,5,165
08/01/2024,Trot Here - South Australia Arena,Trot Here,138,62,6,225
09/01/2024,Trot Here - South Australia Arena,Trot Here,182,82,8,9000
10/01/2024,Trot Here - South Australia Arena,Trot Here,166,75,8,9225
11/01/2024,Trot Here - South Australia Arena,Trot Here,125,56,6,225
14/01/2024,Trot Here - South Australia Arena,Trot Here,164,74,7,195
15/01/2024,Trot Here - South Australia Arena,Trot Here,134,60,6,195
19/01/2024,Trot Here - South Australia Arena,Trot Here,119,54,5,360
22/01/2024,Trot Here - South Australia Arena,Trot Here,193,87,9,390
23/01/2024,Trot Here - South Australia Arena,Trot Here,174,78,8,0
31/01/2024,Trot Here - South Australia Arena,Trot Here,148,67,7,195
01/02/2024,Trot Here - South Australia Arena,Trot Here,151,68,7,360
02/02/2024,Trot Here - South Australia Arena,Trot Here,190,86,9,165
04/02/2024,Trot Here - South Australia Arena,Trot Here,117,53,5,360
05/02/2024,Trot Here - South Australia Arena,Trot Here,127,57,6,217
06/02/2024,Trot Here - South Australia Arena,Trot Here,106,48,5,195
07/02/2024,Trot Here - South Australia Arena,Trot Here,138,62,6,225
08/02/2024,Trot Here - South Australia Arena,Trot Here,103,46,5,9000
09/02/2024,Trot Here - South Australia Arena,Trot Here,146,66,7,225
10/02/2024,Trot Here - South Australia Arena,Trot Here,175,79,8,225
13/02/2024,Trot Here - South Australia Arena,Trot Here,190,86,9,13
14/02/2024,Trot Here - South Australia Arena,Trot Here,153,69,7,0
15/02/2024,Trot Here - South Australia Arena,Trot Here,191,86,9,0
16/02/2024,Trot Here - South Australia Arena,Trot Here,194,87,9,390
18/02/2024,Trot Here - South Australia Arena,Trot Here,108,49,5,360
21/02/2024,Trot Here - South Australia Arena,Trot Here,151,68,7,390
01/03/2024,Trot Here - South Australia Arena,Trot Here,169,76,8,165
02/03/2024,Trot Here - South Australia Arena,Trot Here,187,84,8,0
03/03/2024,Trot Here - South Australia Arena,Trot Here,196,88,9,555
04/03/2024,Trot Here - South Australia Arena,Trot Here,182,82,8,195
05/03/2024,Trot Here - South Australia Arena,Trot Here,104,47,5,195
06/03/2024,Trot Here - South Australia Arena,Trot Here,155,70,7,7800
07/03/2024,Trot Here - South Australia Arena,Trot Here,114,51,5,9000
08/03/2024,Trot Here - South Australia Arena,Trot Here,148,67,7,450
11/03/2024,Trot Here - South Australia Arena,Trot Here,160,72,7,4950
17/03/2024,Trot Here - South Australia Arena,Trot Here,104,47,5,390
19/03/2024,Trot Here - South Australia Arena,Trot Here,121,54,5,360
22/03/2024,Trot Here - South Australia Arena,Trot Here,144,65,7,390
31/03/2024,Trot Here - South Australia Arena,Trot Here,105,47,5,195
02/04/2024,Trot Here - South Australia Arena,Trot Here,156,70,7,7800
03/04/2024,Trot Here - South Australia Arena,Trot Here,122,55,6,195
04/04/2024,Trot Here - South Australia Arena,Trot Here,168,76,8,7800
05/04/2024,Trot Here - South Australia Arena,Trot Here,114,51,5,7800
06/04/2024,Trot Here - South Australia Arena,Trot Here,147,66,7,390
07/04/2024,Trot Here - South Australia Arena,Trot Here,187,84,8,450
09/04/2024,Trot Here - South Australia Arena,Trot Here,134,60,6,4950
10/04/2024,Trot Here - South Australia Arena,Trot Here,145,65,7,4950
16/04/2024,Trot Here - South Australia Arena,Trot Here,148,67,7,390
17/04/2024,Trot Here - South Australia Arena,Trot Here,112,50,5,195
18/04/2024,Trot Here - South Australia Arena,Trot Here,143,64,6,340.5
21/04/2024,Trot Here - South Australia Arena,Trot Here,191,86,9,390
29/04/2024,Trot Here - South Australia Arena,Trot Here,101,45,5,195
30/04/2024,Trot Here - South Australia Arena,Trot Here,170,77,8,195
01/05/2024,Trot Here - South Australia Arena,Trot Here,142,64,6,7800
02/05/2024,Trot Here - South Australia Arena,Trot Here,112,50,5,195
03/05/2024,Trot Here - South Australia Arena,Trot Here,154,69,7,7800
04/05/2024,Trot Here - South Australia Arena,Trot Here,161,72,7,195
05/05/2024,Trot Here - South Australia Arena,Trot Here,144,65,7,390
08/05/2024,Trot Here - South Australia Arena,Trot Here,188,85,9,4950
09/05/2024,Trot Here - South Australia Arena,Trot Here,128,58,6,225
10/05/2024,Trot Here - South Australia Arena,Trot Here,120,54,5,225
15/05/2024,Trot Here - South Australia Arena,Trot Here,165,74,7,0
16/05/2024,Trot Here - South Australia Arena,Trot Here,131,59,6,390
17/05/2024,Trot Here - South Australia Arena,Trot Here,154,69,7,0
18/05/2024,Trot Here - South Australia Arena,Trot Here,106,48,5,165
21/05/2024,Trot Here - South Australia Arena,Trot Here,111,50,5,390
29/05/2024,Trot Here - South Australia Arena,Trot Here,163,73,7,195
30/05/2024,Trot Here - South Australia Arena,Trot Here,112,50,5,195
01/06/2024,Trot Here - South Australia Arena,Trot Here,172,77,8,195
02/06/2024,Trot Here - South Australia Arena,Trot Here,170,77,8,32.5
03/06/2024,Trot Here - South Australia Arena,Trot Here,184,83,8,195
05/06/2024,Trot Here - South Australia Arena,Trot Here,179,81,8,0
06/06/2024,Trot Here - South Australia Arena,Trot Here,196,88,9,4260
07/06/2024,Trot Here - South Australia Arena,Trot Here,123,55,6,4950
08/06/2024,Trot Here - South Australia Arena,Trot Here,196,88,9,225
15/06/2024,Trot Here - South Australia Arena,Trot Here,139,63,6,390
17/06/2024,Trot Here - South Australia Arena,Trot Here,102,46,5,165
20/06/2024,Trot Here - South Australia Arena,Trot Here,132,59,6,390
22/06/2024,Trot Here - South Australia Arena,Trot Here,170,77,8,225
28/06/2024,Trot Here - South Australia Arena,Trot Here,198,89,9,195
29/06/2024,Trot Here - South Australia Arena,Trot Here,194,87,9,195
01/07/2024,Trot Here - South Australia Arena,Trot Here,118,53,5,195
02/07/2024,Trot Here - South Australia Arena,Trot Here,153,69,7,4260
04/07/2024,Trot Here - South Australia Arena,Trot Here,190,86,9,4260
05/07/2024,Trot Here - South Australia Arena,Trot Here,186,84,8,4260
06/07/2024,Trot Here - South Australia Arena,Trot Here,138,62,6,195
07/07/2024,Trot Here - South Australia Arena,Trot Here,166,75,8,225
09/07/2024,Trot Here - South Australia Arena,Trot Here,174,78,8,240
10/07/2024,Trot Here - South Australia Arena,Trot Here,180,81,8,225
15/07/2024,Trot Here - South Australia Arena,Trot Here,142,64,6,450
16/07/2024,Trot Here - South Australia Arena,Trot Here,152,68,7,225
17/07/2024,Trot Here - South Australia Arena,Trot Here,186,84,8,225
20/07/2024,Trot Here - South Australia Arena,Trot Here,149,67,7,450
22/07/2024,Trot Here - South Australia Arena,Trot Here,152,68,7,0
23/07/2024,Trot Here - South Australia Arena,Trot Here,168,76,8,225
28/07/2024,Trot Here - South Australia Arena,Trot Here,169,76,8,225
29/07/2024,Trot Here - South Australia Arena,Trot Here,193,87,9,225
31/07/2024,Trot Here - South Australia Arena,Trot Here,155,70,7,225
01/08/2024,Trot Here - South Australia Arena,Trot Here,103,46,5,4260
02/08/2024,Trot Here - South Australia Arena,Trot Here,157,71,7,195
03/08/2024,Trot Here - South Australia Arena,Trot Here,123,55,6,4260
04/08/2024,Trot Here - South Australia Arena,Trot Here,196,88,9,195
05/08/2024,Trot Here - South Australia Arena,Trot Here,188,85,9,195
08/08/2024,Trot Here - South Australia Arena,Trot Here,174,78,8,450
14/08/2024,Trot Here - South Australia Arena,Trot Here,125,56,6,450
15/08/2024,Trot Here - South Australia Arena,Trot Here,162,73,7,0
16/08/2024,Trot Here - South Australia Arena,Trot Here,192,86,9,450
19/08/2024,Trot Here - South Australia Arena,Trot Here,156,70,7,450
22/08/2024,Trot Here - South Australia Arena,Trot Here,155,70,7,7.5
23/08/2024,Trot Here - South Australia Arena,Trot Here,163,73,7,0
26/08/2024,Trot Here - South Australia Arena,Trot Here,172,77,8,225
27/08/2024,Trot Here - South Australia Arena,Trot Here,128,58,6,225
28/08/2024,Trot Here - South Australia Arena,Trot Here,150,68,7,225
29/08/2024,Trot Here - South Australia Arena,Trot Here,107,48,5,225
30/08/2024,Trot Here - South Australia Arena,Trot Here,139,63,6,225
31/08/2024,Trot Here - South Australia Arena,Trot Here,179,81,8,225
01/09/2024,Trot Here - South Australia Arena,Trot Here,116,52,5,195
03/09/2024,Trot Here - South Australia Arena,Trot Here,195,88,9,195
04/09/2024,Trot Here - South Australia Arena,Trot Here,165,74,7,195
06/09/2024,Trot Here - South Australia Arena,Trot Here,102,46,5,195
07/09/2024,Trot Here - South Australia Arena,Trot Here,103,46,5,450
09/09/2024,Trot Here - South Australia Arena,Trot Here,109,49,5,0
13/09/2024,Trot Here - South Australia Arena,Trot Here,144,65,7,450
15/09/2024,Trot Here - South Australia Arena,Trot Here,199,90,9,450
18/09/2024,Trot Here - South Australia Arena,Trot Here,120,54,5,450
25/09/2024,Trot Here - South Australia Arena,Trot Here,119,54,5,225
26/09/2024,Trot Here - South Australia Arena,Trot Here,145,65,7,225
27/09/2024,Trot Here - South Australia Arena,Trot Here,131,59,6,450
28/09/2024,Trot Here - South Australia Arena,Trot Here,147,66,7,217.5
29/09/2024,Trot Here - South Australia Arena,Trot Here,197,89,9,450
30/09/2024,Trot Here - South Australia Arena,Trot Here,112,50,5,225
05/10/2024,Trot Here - South Australia Arena,Trot Here,175,79,8,195
12/10/2024,Trot Here - South Australia Arena,Trot Here,115,52,5,450
13/10/2024,Trot Here - South Australia Arena,Trot Here,115,52,5,450
14/10/2024,Trot Here - South Australia Arena,Trot Here,141,63,6,0
15/10/2024,Trot Here - South Australia Arena,Trot Here,170,77,8,660
18/10/2024,Trot Here - South Australia Arena,Trot Here,112,50,5,405
25/10/2024,Trot Here - South Australia Arena,Trot Here,128,58,6,225
26/10/2024,Trot Here - South Australia Arena,Trot Here,134,60,6,450
27/10/2024,Trot Here - South Australia Arena,Trot Here,191,86,9,232.5
28/10/2024,Trot Here - South Australia Arena,Trot Here,144,65,7,0
29/10/2024,Trot Here - South Australia Arena,Trot Here,122,55,6,450
30/10/2024,Trot Here - South Australia Arena,Trot Here,187,84,8,225
31/10/2024,Trot Here - South Australia Arena,Trot Here,193,87,9,9225
